OrderDate,ProductKey,CustomerKey,TerritoryKey,OrderQuantity
2/7/2020,358,27074,1,1
2/7/2020,354,14011,9,1
2/7/2020,368,23524,9,1
2/8/2020,320,26746,9,1
2/8/2020,352,12378,8,1
2/8/2020,358,14216,9,1
2/8/2020,360,14211,9,1
2/8/2020,387,17766,7,1
2/8/2020,342,19323,7,1
2/8/2020,326,15523,1,1
2/8/2020,369,17793,10,1
2/8/2020,354,13997,9,1
2/8/2020,377,13871,4,1
2/8/2020,385,17767,7,1
2/9/2020,368,17828,10,1
2/9/2020,360,29397,7,1
2/10/2020,362,14055,9,1
2/10/2020,368,23645,9,1
2/10/2020,373,13884,1,1
2/10/2020,354,12630,10,1
2/10/2020,352,29412,7,1
2/11/2020,358,14038,9,1
2/11/2020,352,12615,10,1
2/11/2020,362,14045,9,1
2/11/2020,379,17849,10,1
2/12/2020,352,27050,1,1
2/12/2020,354,13994,9,1
2/12/2020,352,14220,9,1
2/12/2020,356,14007,9,1
2/12/2020,362,14133,9,1
2/12/2020,356,27077,4,1
2/12/2020,214,17815,10,1
2/12/2020,215,26748,9,1
2/12/2020,218,19324,7,1
2/12/2020,219,23436,9,1
2/13/2020,220,19433,10,1
2/13/2020,223,12388,8,1
2/13/2020,226,12297,8,1
2/13/2020,229,16940,8,1
2/13/2020,232,14210,9,1
2/13/2020,235,19038,8,1
2/13/2020,445,14127,9,1
2/13/2020,446,23533,9,1
2/13/2020,447,14362,1,1
2/13/2020,448,14010,9,1
2/14/2020,449,15651,7,1
2/14/2020,450,26743,9,1
2/14/2020,451,17103,8,1
2/14/2020,452,14128,9,1
2/14/2020,453,14071,9,1
2/14/2020,454,19437,10,1
2/14/2020,455,15665,7,1
2/14/2020,456,14364,4,1
2/15/2020,457,26747,9,1
2/15/2020,458,27267,6,1
2/15/2020,459,14355,1,1
2/15/2020,460,23649,9,1
2/15/2020,461,14039,9,1
2/15/2020,462,25022,9,1
2/15/2020,464,23433,9,1
2/15/2020,466,14214,9,1
2/15/2020,468,14215,9,1
2/15/2020,469,27063,1,1
2/15/2020,470,17086,8,1
2/17/2020,471,14102,9,1
2/17/2020,472,14063,9,1
2/17/2020,473,17754,7,1
2/17/2020,474,23523,9,1
2/18/2020,475,27045,1,1
2/18/2020,476,26673,9,1
2/18/2020,477,15547,4,1
2/18/2020,478,23539,9,1
2/18/2020,479,23547,9,1
2/18/2020,480,17756,7,1
2/18/2020,481,12599,10,1
2/18/2020,482,14218,9,1
2/18/2020,483,14033,9,1
2/18/2020,484,14070,9,1
2/18/2020,485,17183,8,1
2/18/2020,486,15624,7,1
2/18/2020,487,14048,9,1
2/19/2020,488,13883,4,1
2/19/2020,489,20931,10,1
2/19/2020,490,23540,9,1
2/19/2020,491,27076,4,1
2/19/2020,528,27069,4,1
2/19/2020,529,23542,9,1
2/19/2020,530,15663,7,1
2/19/2020,535,17082,8,1
2/19/2020,536,14031,9,1
2/19/2020,537,14343,1,1
2/20/2020,538,23574,9,1
2/20/2020,539,26663,9,1
2/20/2020,540,23546,9,1
2/20/2020,541,23434,9,1
2/20/2020,368,23529,9,1
2/20/2020,324,15528,1,1
2/22/2020,379,13877,4,1
2/22/2020,375,23422,9,1
2/22/2020,356,12298,8,1
2/22/2020,379,23525,9,1
2/22/2020,369,23572,9,1
2/22/2020,369,17114,8,1
2/22/2020,334,20975,10,1
2/22/2020,334,19326,7,1
2/22/2020,362,14066,9,1
2/22/2020,375,17803,10,1
2/22/2020,373,17093,8,1
2/24/2020,360,21332,6,1
2/24/2020,389,14356,4,1
2/24/2020,369,17813,10,1
2/24/2020,358,13975,9,1
2/24/2020,322,15535,4,1
2/24/2020,352,12302,8,1
2/24/2020,377,23425,9,1
2/24/2020,338,15540,4,1
2/24/2020,362,12397,8,1
2/24/2020,373,17794,10,1
2/24/2020,354,27021,4,1
2/25/2020,368,23534,9,1
2/25/2020,214,26666,9,1
2/25/2020,215,26740,9,1
2/25/2020,218,17184,8,1
2/25/2020,219,12623,10,1
2/25/2020,220,23573,9,1
2/25/2020,223,23648,9,1
2/25/2020,226,14030,9,1
2/25/2020,229,17107,8,1
2/25/2020,232,16826,8,1
2/25/2020,235,17798,10,1
2/25/2020,445,17096,8,1
2/25/2020,446,14354,4,1
2/25/2020,447,15676,7,1
2/25/2020,448,20917,10,1
2/26/2020,449,14012,9,1
2/26/2020,450,13870,1,1
2/26/2020,451,15538,4,1
2/26/2020,452,20921,10,1
2/26/2020,453,15623,7,1
2/26/2020,454,15548,4,1
2/26/2020,455,19338,7,1
2/27/2020,456,14357,4,1
2/27/2020,457,23544,9,1
2/27/2020,458,17841,10,1
2/28/2020,459,27044,4,1
2/28/2020,460,14101,9,1
2/28/2020,461,17181,8,1
2/28/2020,462,14020,9,1
2/28/2020,464,20847,8,1
2/28/2020,466,14064,9,1
3/2/2020,468,21501,6,1
3/2/2020,469,12634,10,1
3/2/2020,470,14234,9,1
3/2/2020,471,27087,4,1
3/2/2020,472,15565,1,1
3/2/2020,473,26115,6,1
3/2/2020,474,13892,1,1
3/2/2020,475,14681,9,1
3/2/2020,476,24003,9,1
3/3/2020,477,27107,4,1
3/3/2020,478,24009,9,1
3/3/2020,479,26764,9,1
3/3/2020,480,16262,7,1
3/3/2020,481,14345,9,1
3/3/2020,482,14316,9,1
3/4/2020,483,14225,9,1
3/5/2020,484,21348,6,1
3/5/2020,485,15561,1,1
3/5/2020,486,24001,9,1
3/5/2020,487,23653,9,1
3/5/2020,488,17220,8,1
3/5/2020,489,15558,1,1
3/5/2020,490,17937,10,1
3/5/2020,491,14226,9,1
3/5/2020,528,24005,9,1
3/5/2020,529,12500,8,1
3/5/2020,530,27092,4,1
3/5/2020,535,25107,9,1
3/5/2020,536,14263,9,1
3/5/2020,537,12644,10,1
3/5/2020,214,13894,1,1
3/5/2020,215,14301,9,1
3/5/2020,218,16203,7,1
3/6/2020,219,14382,4,1
3/6/2020,220,15921,7,1
3/6/2020,223,23655,9,1
3/7/2020,226,14367,1,1
3/7/2020,229,21034,10,1
3/7/2020,232,21039,10,1
3/7/2020,235,14262,9,1
3/7/2020,445,12475,8,1
3/7/2020,446,19065,8,1
3/7/2020,447,17221,8,1
3/7/2020,448,27105,4,1
3/7/2020,449,15554,4,1
3/8/2020,450,14348,9,1
3/8/2020,451,20982,10,1
3/8/2020,452,23998,9,1
3/8/2020,453,14306,9,1
3/8/2020,454,25053,9,1
3/8/2020,455,27088,1,1
3/9/2020,456,14260,9,1
3/9/2020,457,14230,9,1
3/9/2020,458,23651,9,1
3/9/2020,459,15557,4,1
3/9/2020,460,27104,4,1
3/10/2020,461,23665,9,1
3/10/2020,462,26202,6,1
3/10/2020,464,27097,1,1
3/10/2020,466,20860,8,1
3/10/2020,468,14279,9,1
3/11/2020,469,19386,7,1
3/11/2020,470,26768,9,1
3/11/2020,471,14299,9,1
3/11/2020,472,17943,10,1
3/11/2020,473,12462,8,1
3/11/2020,474,14276,9,1
3/11/2020,475,19067,8,1
3/11/2020,476,24006,9,1
3/12/2020,477,26767,9,1
3/12/2020,478,23995,9,1
3/12/2020,479,15688,7,1
3/12/2020,480,14670,9,1
3/12/2020,481,21027,10,1
3/12/2020,482,21354,6,1
3/12/2020,483,27079,4,1
3/12/2020,484,17742,8,1
3/12/2020,485,15678,7,1
3/12/2020,486,14224,9,1
3/12/2020,487,15014,9,1
3/12/2020,488,15763,1,1
3/13/2020,489,14287,9,1
3/13/2020,490,29483,7,1
3/13/2020,491,27080,4,1
3/13/2020,528,17896,10,1
3/13/2020,529,23996,9,1
3/13/2020,530,14673,9,1
3/14/2020,535,11241,7,1
3/14/2020,536,14666,9,1
3/14/2020,537,13887,4,1
3/16/2020,538,23662,9,1
3/16/2020,539,17959,10,1
3/16/2020,540,16051,7,1
3/16/2020,541,16205,7,1
3/16/2020,375,24008,9,1
3/16/2020,362,12653,10,1
3/16/2020,381,14377,1,1
3/17/2020,375,23664,9,1
3/17/2020,381,25037,9,1
3/18/2020,354,21400,6,1
3/18/2020,377,17962,10,1
3/19/2020,358,12640,10,1
3/19/2020,387,14366,1,1
3/19/2020,387,19196,8,1
3/19/2020,324,26774,9,1
3/19/2020,356,12645,10,1
3/19/2020,356,27106,4,1
3/19/2020,377,17722,8,1
3/19/2020,381,25057,9,1
3/19/2020,326,20854,8,1
3/19/2020,352,14264,9,1
3/19/2020,368,16204,7,1
3/20/2020,360,14259,9,1
3/20/2020,360,29450,7,1
3/20/2020,330,15555,4,1
3/20/2020,362,27086,1,1
3/20/2020,356,14523,9,1
3/20/2020,340,26751,9,1
3/20/2020,385,25106,9,1
3/20/2020,342,15569,1,1
3/20/2020,338,21036,10,1
3/20/2020,387,19046,8,1
3/20/2020,368,17635,8,1
3/21/2020,377,13895,1,1
3/21/2020,354,14310,9,1
3/21/2020,368,23993,9,1
3/21/2020,330,27285,6,1
3/22/2020,326,26754,9,1
3/22/2020,358,29482,7,1
3/22/2020,389,19188,8,1
3/22/2020,328,26757,9,1
3/22/2020,389,14380,1,1
3/22/2020,214,12495,8,1
3/22/2020,215,19448,10,1
3/23/2020,218,14275,9,1
3/23/2020,219,14305,9,1
3/24/2020,220,19381,7,1
3/24/2020,223,21423,6,1
3/24/2020,226,27270,6,1
3/24/2020,229,14379,4,1
3/24/2020,232,17965,10,1
3/26/2020,235,23661,9,1
3/26/2020,445,19419,7,1
3/26/2020,446,15570,4,1
3/26/2020,447,27103,1,1
3/26/2020,448,27298,6,1
3/26/2020,449,27091,1,1
3/26/2020,450,26750,9,1
3/26/2020,451,14347,9,1
3/27/2020,452,12648,10,1
3/28/2020,453,23992,9,1
3/28/2020,454,17198,8,1
3/28/2020,455,14325,9,1
3/28/2020,456,26758,9,1
3/28/2020,457,27090,4,1
3/28/2020,458,17209,8,1
3/28/2020,459,12484,8,1
3/28/2020,460,23656,9,1
3/28/2020,461,20861,8,1
3/28/2020,462,14667,9,1
3/28/2020,464,17958,10,1
3/28/2020,466,21018,10,1
3/28/2020,468,24002,9,1
3/29/2020,469,15568,4,1
3/29/2020,470,27093,4,1
3/29/2020,471,21349,6,1
3/29/2020,472,24004,9,1
3/29/2020,473,24159,9,1
3/29/2020,474,14671,9,1
3/29/2020,475,16261,7,1
3/29/2020,476,15562,1,1
3/29/2020,477,21012,10,1
3/29/2020,478,23994,9,1
3/30/2020,479,24160,9,1
3/30/2020,480,15920,7,1
3/30/2020,481,14346,9,1
3/30/2020,482,25052,9,1
3/30/2020,483,17629,8,1
3/31/2020,484,15677,7,1
3/31/2020,485,27096,1,1
3/31/2020,486,14374,4,1
3/31/2020,487,23659,9,1
3/31/2020,488,15700,7,1
3/31/2020,489,23999,9,1
3/31/2020,490,27089,1,1
3/31/2020,491,23652,9,1
3/31/2020,528,17892,10,1
3/31/2020,529,11336,7,1
4/1/2020,530,17873,8,1
4/1/2020,535,16286,7,1
4/1/2020,536,17824,8,1
4/1/2020,537,15882,1,1
4/1/2020,538,15851,1,1
4/1/2020,539,19427,7,1
4/2/2020,540,15145,9,1
4/2/2020,541,27193,4,1
4/2/2020,371,13903,4,1
4/2/2020,368,17981,10,1
4/2/2020,358,12857,10,1
4/2/2020,358,15192,9,1
4/2/2020,360,21589,6,1
4/3/2020,379,13911,1,1
4/3/2020,360,15171,9,1
4/3/2020,371,17796,8,1
4/3/2020,387,19477,10,1
4/3/2020,326,27338,9,1
4/5/2020,354,12859,10,1
4/5/2020,360,11379,7,1
4/5/2020,358,27251,4,1
4/5/2020,360,27201,1,1
4/5/2020,385,19274,8,1
4/5/2020,354,15210,9,1
4/5/2020,356,15022,9,1
4/6/2020,387,14411,1,1
4/6/2020,385,19471,10,1
4/6/2020,371,24163,9,1
4/6/2020,362,15015,9,1
4/6/2020,371,18021,10,1
4/7/2020,387,25114,9,1
4/7/2020,214,24249,9,1
4/7/2020,215,24167,9,1
4/7/2020,218,15152,9,1
4/7/2020,219,15840,1,1
4/7/2020,220,25112,9,1
4/7/2020,223,27231,4,1
4/8/2020,226,15029,9,1
4/8/2020,229,16394,7,1
4/8/2020,232,27226,1,1
4/8/2020,235,15208,9,1
4/8/2020,445,12856,10,1
4/8/2020,446,15768,4,1
4/9/2020,447,14406,4,1
4/9/2020,448,12546,8,1
4/9/2020,449,13906,1,1
4/9/2020,450,13910,1,1
4/9/2020,451,15179,9,1
4/10/2020,452,21582,6,1
4/10/2020,453,15204,9,1
4/10/2020,454,11339,7,1
4/10/2020,455,15120,9,1
4/10/2020,456,15180,9,1
4/10/2020,457,15130,9,1
4/11/2020,458,17799,8,1
4/11/2020,459,27240,1,1
4/11/2020,460,12736,8,1
4/11/2020,461,12735,8,1
4/11/2020,462,27211,1,1
4/11/2020,464,21060,10,1
4/11/2020,466,24170,9,1
4/11/2020,468,17781,8,1
4/12/2020,469,17848,8,1
4/12/2020,470,24171,9,1
4/12/2020,471,15181,9,1
4/13/2020,472,19254,8,1
4/13/2020,473,12712,8,1
4/13/2020,474,15780,4,1
4/13/2020,475,12839,10,1
4/13/2020,476,20876,8,1
4/13/2020,477,20870,8,1
4/13/2020,478,17979,10,1
4/13/2020,479,14386,4,1
4/13/2020,480,24272,9,1
4/13/2020,481,12738,8,1
4/13/2020,482,26235,6,1
4/13/2020,483,17833,8,1
4/13/2020,484,24273,9,1
4/13/2020,485,27232,1,1
4/13/2020,486,27406,6,1
4/13/2020,487,15205,9,1
4/13/2020,488,21056,10,1
4/13/2020,489,27255,1,1
4/14/2020,490,12713,8,1
4/14/2020,491,27234,1,1
4/14/2020,528,13896,1,1
4/14/2020,529,19421,7,1
4/14/2020,530,15129,9,1
4/14/2020,535,24270,9,1
4/14/2020,536,27195,4,1
4/15/2020,537,26924,9,1
4/15/2020,538,24162,9,1
4/15/2020,539,15043,9,1
4/15/2020,540,16289,7,1
4/16/2020,541,12745,10,1
4/16/2020,370,16404,7,1
4/16/2020,356,15127,9,1
4/17/2020,377,24242,9,1
4/17/2020,324,15842,1,1
4/17/2020,383,19479,10,1
4/17/2020,373,24172,9,1
4/17/2020,362,15151,9,1
4/17/2020,340,26923,9,1
4/17/2020,371,24175,9,1
4/17/2020,369,16412,7,1
4/17/2020,377,24271,9,1
4/17/2020,338,26797,9,1
4/17/2020,381,14414,4,1
4/17/2020,322,15834,1,1
4/17/2020,377,24166,9,1
4/17/2020,371,17811,8,1
4/17/2020,358,15044,9,1
4/17/2020,385,14415,4,1
4/18/2020,371,17972,10,1
4/18/2020,368,24244,9,1
4/18/2020,362,15036,9,1
4/18/2020,362,12853,10,1
4/18/2020,379,24252,9,1
4/18/2020,358,12624,8,1
4/18/2020,370,24251,9,1
4/18/2020,356,27117,1,1
4/18/2020,356,15170,9,1
4/18/2020,379,24169,9,1
4/18/2020,338,15862,4,1
4/19/2020,362,12548,8,1
4/19/2020,332,19446,7,1
4/19/2020,324,20874,8,1
4/19/2020,340,19434,7,1
4/19/2020,368,24174,9,1
4/19/2020,354,27239,4,1
4/19/2020,373,24164,9,1
4/20/2020,320,15781,4,1
4/20/2020,358,21613,6,1
4/20/2020,362,15178,9,1
4/20/2020,334,19436,7,1
4/20/2020,389,17778,7,1
4/20/2020,326,19423,7,1
4/20/2020,352,15184,9,1
4/20/2020,354,11378,7,1
4/20/2020,379,16393,7,1
4/21/2020,377,17978,10,1
4/21/2020,330,15843,1,1
4/21/2020,385,14385,1,1
4/21/2020,320,15852,4,1
4/21/2020,322,19447,7,1
4/22/2020,322,15827,1,1
4/22/2020,369,16310,7,1
4/22/2020,385,14394,1,1
4/22/2020,342,27299,9,1
4/22/2020,370,13898,1,1
4/23/2020,377,24250,9,1
4/23/2020,324,19441,7,1
4/23/2020,373,17974,10,1
4/24/2020,377,17825,8,1
4/24/2020,356,15135,9,1
4/24/2020,358,15209,9,1
4/24/2020,320,21044,10,1
4/24/2020,370,24176,9,1
4/24/2020,340,15844,4,1
4/24/2020,377,13907,1,1
4/24/2020,358,27235,1,1
4/24/2020,373,17764,8,1
4/25/2020,326,19426,7,1
4/25/2020,383,19284,8,1
4/25/2020,322,26920,9,1
4/25/2020,379,17990,10,1
4/25/2020,368,24161,9,1
4/25/2020,320,15845,1,1
4/25/2020,389,14413,4,1
4/25/2020,362,11345,7,1
4/25/2020,369,24179,9,1
4/25/2020,214,15028,9,1
4/26/2020,215,19283,8,1
4/26/2020,218,13897,1,1
4/27/2020,219,15121,9,1
4/27/2020,220,15038,9,1
4/27/2020,223,24247,9,1
4/27/2020,226,21092,10,1
4/27/2020,229,15873,4,1
4/27/2020,232,15030,9,1
4/28/2020,235,17977,10,1
4/28/2020,445,27250,1,1
4/29/2020,446,25121,9,1
4/29/2020,447,24178,9,1
4/29/2020,448,17773,7,1
4/29/2020,449,16288,7,1
4/29/2020,450,26795,9,1
4/29/2020,451,24168,9,1
4/29/2020,452,16273,7,1
4/30/2020,453,17777,8,1
4/30/2020,454,12657,8,1
4/30/2020,455,20912,8,1
4/30/2020,456,15150,9,1
4/30/2020,457,19257,8,1
5/1/2020,458,27447,4,1
5/1/2020,459,11403,7,1
5/1/2020,460,15892,1,1
5/1/2020,461,15580,9,1
5/1/2020,462,25222,9,1
5/2/2020,464,18026,10,1
5/2/2020,466,15575,9,1
5/2/2020,468,27289,4,1
5/2/2020,469,15225,9,1
5/3/2020,470,19314,8,1
5/3/2020,471,27405,4,1
5/3/2020,472,14440,4,1
5/3/2020,473,15600,9,1
5/3/2020,474,15643,9,1
5/3/2020,475,19510,10,1
5/4/2020,476,17941,8,1
5/4/2020,477,26572,6,1
5/4/2020,478,27292,1,1
5/4/2020,479,21106,10,1
5/4/2020,480,15265,9,1
5/4/2020,481,13925,4,1
5/5/2020,482,17787,7,1
5/5/2020,483,27260,4,1
5/5/2020,484,20913,8,1
5/6/2020,485,14439,1,1
5/6/2020,486,13253,10,1
5/6/2020,487,27258,4,1
5/6/2020,488,27407,1,1
5/6/2020,489,15645,9,1
5/6/2020,490,15588,9,1
5/6/2020,214,15439,9,1
5/6/2020,215,24457,9,1
5/7/2020,218,18173,10,1
5/7/2020,219,15229,9,1
5/7/2020,220,24302,9,1
5/7/2020,223,24368,9,1
5/7/2020,226,11382,7,1
5/7/2020,229,21622,6,1
5/7/2020,232,18127,10,1
5/7/2020,235,20914,8,1
5/7/2020,445,14451,4,1
5/8/2020,446,18135,10,1
5/8/2020,447,24360,9,1
5/8/2020,448,18141,10,1
5/8/2020,449,15223,9,1
5/8/2020,450,15897,4,1
5/8/2020,451,11406,7,1
5/8/2020,452,27273,4,1
5/8/2020,453,25215,9,1
5/8/2020,454,18177,10,1
5/8/2020,455,15724,9,1
5/9/2020,456,21642,6,1
5/9/2020,457,15944,1,1
5/9/2020,458,14421,1,1
5/9/2020,459,14433,4,1
5/9/2020,460,24371,9,1
5/9/2020,461,16433,7,1
5/11/2020,462,26615,6,1
5/11/2020,464,21618,6,1
5/11/2020,466,15726,9,1
5/11/2020,468,19502,10,1
5/11/2020,469,14438,1,1
5/11/2020,214,15435,9,1
5/11/2020,215,11416,7,1
5/11/2020,218,11402,7,1
5/11/2020,219,21104,10,1
5/12/2020,220,15438,9,1
5/12/2020,223,16416,7,1
5/12/2020,226,27352,9,1
5/12/2020,229,27272,1,1
5/13/2020,232,27370,9,1
5/13/2020,235,15221,9,1
5/14/2020,445,13252,10,1
5/14/2020,446,27354,9,1
5/14/2020,447,27288,4,1
5/14/2020,448,15578,9,1
5/14/2020,449,15262,9,1
5/14/2020,450,14449,1,1
5/14/2020,451,17827,7,1
5/14/2020,452,20980,8,1
5/14/2020,453,25138,9,1
5/14/2020,454,19911,10,1
5/14/2020,455,27269,1,1
5/14/2020,456,15893,1,1
5/15/2020,457,15717,9,1
5/15/2020,458,25213,9,1
5/15/2020,459,25218,9,1
5/15/2020,460,18028,10,1
5/15/2020,461,14448,1,1
5/15/2020,462,15226,9,1
5/15/2020,464,24362,9,1
5/15/2020,466,15644,9,1
5/16/2020,468,14419,1,1
5/16/2020,469,14452,1,1
5/16/2020,470,15214,9,1
5/16/2020,471,27453,4,1
5/16/2020,472,16432,7,1
5/16/2020,473,19475,7,1
5/16/2020,474,14434,4,1
5/16/2020,475,15425,9,1
5/17/2020,476,27366,9,1
5/17/2020,477,18625,10,1
5/17/2020,478,24361,9,1
5/17/2020,479,27342,9,1
5/17/2020,480,19286,8,1
5/17/2020,481,12874,10,1
5/17/2020,482,16425,7,1
5/17/2020,483,11410,7,1
5/18/2020,484,16415,7,1
5/18/2020,485,24365,9,1
5/19/2020,486,15215,9,1
5/19/2020,487,18621,10,1
5/19/2020,488,27423,4,1
5/19/2020,489,15646,9,1
5/19/2020,490,15904,4,1
5/19/2020,491,12825,8,1
5/19/2020,528,27418,4,1
5/20/2020,529,17780,7,1
5/20/2020,530,27340,9,1
5/20/2020,535,27264,1,1
5/20/2020,536,12860,10,1
